patient_id,national_id,first_name,last_name,date_of_birth,gender,phone,address,blood_type,allergies,chronic_diseases,emergency_contact_name,emergency_contact_phone,registration_date,is_active
2348,25011228478058,Mazen,El-Masry,1950-11-22,Male,0117515548,"757 El Geish St., Kafr El Zayat, Gharbia",AB+,Penicillin allergy,Viral hepatitis,Fares El-Alawy,0110030199,2024-02-08 15:00:17,1
2349,30104105085054,Samy,Sobhy,2001-04-10,Male,0158813031,"6952 El Wahda Lane, Benha, Qalyubia",A-,,Chronic kidney disease,Shenouda El-Iskandarany,0102241487,2025-04-14 21:06:29,1
2350,28809146719435,Abdelrahman,El-Sherbiny,1988-09-14,Male,0106463457,"43930 El Nasr St., Ismailia City, Ismailia",A+,Dust allergy,Chronic kidney disease,Fatma El-Zahraa Ghamrawy,0117750856,2024-03-16 05:27:31,0
2351,29202073118103,Layan,Ali,1992-02-07,Female,0125613569,"612 Salah Salem St., Sharm El Sheikh, South Sinai",A+,Pollen allergy,,Naglaa El-Shennawy,0103233794,2025-05-23 19:07:08,0
2352,28210243151609,Talia,Fahmy,1982-10-24,Female,0111421046,"137 El Haram Sq., Fifth Settlement, Luxor",B-,,Viral hepatitis,Naglaa Kamel,0113211339,2024-11-29 19:16:42,0
2353,25307291481520,Fatma El-Zahraa,Zayed,1953-07-29,Female,0121933864,"5939 Ramses Rd., Al Arab District, Port Said",A-,,Thyroid disorders,Gehad El-Ansari,0122534855,2025-05-15 22:32:48,0
2354,30211028447417,Mina,Zaker,2002-11-02,Male,0125500219,"617 El Horreya Sq., Ismailia City, New Valley",AB-,,Asthma,Ibrahim Wahba,0159292722,2025-10-28 22:41:24,0
2355,30507018286685,Fatma,El-Aswany,2005-07-01,Female,0118994359,"4043 El Geish Sq., Dahab, South Sinai",B+,,,Fatma El-Omda,0115588591,2024-09-19 15:31:50,0
2356,26011261212646,Noha,El-Araby,1960-11-26,Female,0109301048,"55570 Misr St., Ayat, Minya",B+,,Heart disease,Yasmine Mansour,0151545543,2025-05-27 18:39:21,1
2357,28705086613196,Mina,Gad,1987-05-08,Male,0110585620,"6328 El Galaa Sq., Dahab, South Sinai",AB-,Antibiotic allergy,Asthma,Raed Salama,0115382026,2024-07-17 20:45:14,1
2358,28206306750330,Mina,Sarhan,1982-06-30,Male,0102882841,"46593 26th of July Ave., El Mahalla El Kubra, Gharbia",O+,Antibiotic allergy,,Zaid El-Iskandarany,0109633240,2024-06-27 17:05:10,0
2359,27911202759125,Rana,El-Iskandarany,1979-11-20,Female,0117460246,"007 El Galaa Sq., Asafra, Alexandria",B+,Aspirin allergy,,Salma El-Shennawy,0110491797,2025-05-19 08:43:01,1
2360,25406046445584,Yasmine,Hussein,1954-06-04,Female,0155412985,"942 El Geish Lane, Talkha, Dakahlia",A+,Seafood allergy,Heart disease,Sidra Wahba,0119045169,2025-04-15 12:47:12,0
2361,25609248513093,Islam,El-Sherif,1956-09-24,Male,0125099585,"3638 El Orouba St., Ayat, Kafr El Sheikh",A+,Seafood allergy,Hypertension,Hala El-Shennawy,0155422990,2025-08-05 15:21:36,1
2362,30307152388312,Sherif,Kamel,2003-07-15,Male,0115718856,"9182 El Wahda Ave., Khanka, Asyut",A-,Pollen allergy,,Laith El-Masry,0129708003,2025-04-28 21:35:43,0
2363,26807281620517,Aws,El-Hashemy,1968-07-28,Male,0103856449,"10848 Ramses Rd., Shebin El Kom, Monufia",O+,Penicillin allergy,,Dina Mansour,0113422974,2024-11-11 02:50:51,1
2364,28810287207181,Shahd,Abdelfattah,1988-10-28,Female,0112398839,"0464 El Nile Sq., Qantara Gharb, Ismailia",O-,,Diabetes mellitus,Karim Metwally,0128411529,2024-02-08 04:58:07,1
2365,29610061003375,Tarek,Osman,1996-10-06,Male,0105699166,"12241 Airport Lane, Al Zohour District, Port Said",A-,Peanut allergy,,Habiba Shehata,0153302377,2024-08-11 01:49:03,1
2366,27303284810173,Marwan,Abo El-Naga,1973-03-28,Male,0159207967,"15501 Ramses Lane, Sayeda Zeinab, Sohag",A+,,Arthritis,Nour Ramadan,0106647789,2025-11-16 21:25:29,1
2367,29512058410704,Laila,Metwally,1995-12-05,Female,0106609625,"76385 El Shohada St., Fayed, Asyut",AB-,,Asthma,Hagar Fahmy,0106491983,2025-01-28 13:04:54,1
2368,29204041708773,Omar,Salem,1992-04-04,Male,0117881713,"792 Salah Salem Ave., Toukh, Qalyubia",B-,Seafood allergy,Heart disease,Yasmine Kamel,0110914917,2024-12-16 23:38:59,1
2369,25903157925661,Gehad,Saber,1959-03-15,Female,0111166647,"14003 Ramses Lane, Qalyub, Qalyubia",O-,Latex allergy,Heart disease,Sarah Saad,0115989535,2024-05-01 19:51:43,1
2370,27707032412765,Layan,Sobhy,1977-07-03,Female,0155713245,"74314 El Salam Ave., Heliopolis, Asyut",A-,Latex allergy,,Radwa Mohsen,0127061691,2025-02-08 03:52:36,0
2371,26404198138884,Radwa,Saad,1964-04-19,Female,0117900611,"521 Airport Lane, Moharam Bek, North Sinai",B+,,,Fathy Hussein,0118021106,2025-09-02 22:40:52,1
2372,29012065262634,Amr,Wahba,1990-12-06,Male,0117039769,"0624 El Wahda Ave., Dokki, Asyut",B+,Penicillin allergy,Asthma,Jouri Osman,0120599407,2025-01-06 22:45:22,0
2373,25707242452742,Yasmine,El-Omda,1957-07-24,Female,0157124480,"823 Ramses St., Maadi, Faiyum",B+,Latex allergy,,Ramy Ghoneim,0115916658,2025-07-31 20:05:53,0
2374,25610185785030,Marwan,Ali,1956-10-18,Male,0121672110,"12279 El Mahatta Sq., Zifta, Gharbia",A+,Peanut allergy,Viral hepatitis,Hassan El-Khouly,0101900901,2024-04-12 04:37:52,1
2375,27806254657422,Sondos,Wahba,1978-06-25,Female,0119209105,"1723 El Shohada Ave., New October, Kafr El Sheikh",A+,,,Sidra El-Masry,0156260774,2025-02-10 04:42:44,0
2376,24603200335073,Adham,El-Omda,1946-03-20,Male,0113416626,"4367 El Wahda Lane, Sayeda Zeinab, North Sinai",B+,Aspirin allergy,Asthma,Islam El-Alawy,0101008895,2025-08-12 13:35:00,0
2377,26808042329386,Heba,El-Qurashi,1968-08-04,Female,0128092047,"6804 Misr Rd., Agami, Alexandria",B+,Peanut allergy,Viral hepatitis,Aws Osman,0100307009,2025-05-22 08:51:04,0
2378,28604165160641,Janna,Morsi,1986-04-16,Female,0109797965,"237 Misr St., Gamasa, Asyut",O-,,Diabetes mellitus,Samar Salama,0112693533,2023-12-30 03:37:25,0
2379,26006285698485,Nora,El-Hashemy,1960-06-28,Female,0120963157,"873 Misr Rd., Sadat City, Sohag",A+,Aspirin allergy,Heart disease,Nour El-Din El-Saeedi,0128392272,2024-03-23 16:09:52,0
2380,29308211552075,Ehab,Zaker,1993-08-21,Male,0121316973,"550 Ramses Ave., Al Arab District, Matrouh",AB-,Pollen allergy,Arthritis,Hana Sarhan,0116502729,2025-01-11 03:03:27,1
2381,26701187275579,Eyad,Salem,1967-01-18,Male,0116035621,"4640 El Gomhouria Ave., Sheikh Zayed, Giza",O+,Antibiotic allergy,Hypertension,Fathy El-Masry,0105643550,2025-05-14 05:26:37,1
2382,25309151018467,Safaa,Hassanin,1953-09-15,Female,0127109485,"730 Airport Sq., Faisal District, Suez",AB-,Peanut allergy,,Bilal Shehata,0159328983,2024-06-29 22:35:27,1
2383,25707290714934,Mazen,Abdelfattah,1957-07-29,Male,0119373864,"17007 El Gomhouria Sq., Aswan City, Qena",B-,Pollen allergy,Chronic kidney disease,Shahd Shehata,0129912917,2025-04-26 08:44:40,0
2384,25810125015683,Rahma,Ramadan,1958-10-12,Female,0151027200,"6514 El Wahda St., Agami, Aswan",B-,Antibiotic allergy,Heart disease,Yara El-Qahery,0158733107,2023-12-27 11:34:59,1
2385,29206186344339,Fares,Zayed,1992-06-18,Male,0128079772,"0604 El Salam Rd., Kom Hamada, Beheira",B-,Peanut allergy,,Sidra Mansour,0113405197,2025-04-28 05:31:33,0
2386,27811067583189,Fatma,Afifi,1978-11-06,Female,0111915623,"113 El Mostaqbal Ave., Safaga, Beni Suef",AB+,Aspirin allergy,Diabetes mellitus,Adel Salama,0158355705,2024-03-29 22:40:23,0
2387,30604124792457,Omar,Salem,2006-04-12,Male,0118101252,"493 El Mostaqbal Ave., Sadat City, Monufia",B+,Penicillin allergy,Epilepsy,Mohanad Afifi,0100234415,2023-12-09 04:30:08,0
2388,27512271300375,Malek,El-Iskandarany,1975-12-27,Male,0128910208,"28214 El Tahrir Ave., Fayed, Ismailia",AB-,,Viral hepatitis,Layan Saber,0154919910,2024-01-08 05:02:17,0
2389,30710244777300,Aya,El-Aswany,2007-10-24,Female,0125331257,"57511 El Shohada Lane, Damanhour, Asyut",AB+,,Hypertension,Yasser Morsi,0102897109,2025-10-08 18:35:49,0
2390,28207164057562,Rehab,Hassanin,1982-07-16,Female,0106447192,"9518 Misr Lane, Nasr City, Sohag",B-,Seafood allergy,Chronic kidney disease,Islam El-Masry,0150901979,2023-12-04 19:44:17,1
2391,27408256228625,Jana,El-Hashemy,1974-08-25,Female,0154841903,"61968 El Orouba Sq., Dahab, New Valley",AB-,Latex allergy,,Medhat Gad,0113509513,2025-02-16 21:32:59,0
2392,25909067657510,Saleh,Hegazy,1959-09-06,Male,0128760935,"1824 El Mahatta St., Madinaty, Sohag",A+,,Arthritis,Ayman Zaker,0122507954,2025-10-28 02:29:30,1
2393,29710314516332,Amr,Sobhy,1997-10-31,Male,0106655991,"179 26th of July Rd., Zagazig, Sohag",A+,Seafood allergy,Hypertension,Omar Saad,0125604027,2024-10-25 05:06:37,0
2394,27910268679272,Hassan,Bakr,1979-10-26,Male,0117629937,"4820 El Shohada Sq., Quseir, Qena",A+,Seafood allergy,,Iman El-Hashemy,0153063549,2024-08-05 13:45:31,0
2395,26304083878254,Youssef,Sobhy,1963-04-08,Male,0120835928,"903 El Gomhouria Ave., Minya El Qamh, Kafr El Sheikh",O-,Seafood allergy,Asthma,Shahd Metwally,0122111448,2024-11-23 17:29:43,0
2396,28501106218032,Islam,Bakr,1985-01-10,Male,0103197683,"508 El Nasr Lane, Dokki, Minya",AB+,Latex allergy,Heart disease,Talia El-Hashemy,0152572083,2025-03-04 15:24:28,0
2397,30304106553178,Seif,Abdelsalam,2003-04-10,Male,0120660663,"664 El Nile Lane, Qantara Sharq, Sohag",A+,Dust allergy,Asthma,Karim Kamel,0112822363,2024-09-09 06:26:59,0
2398,26403230674548,Ghada,Saad,1964-03-23,Female,0121477868,"55609 El Nile Ave., Agouza, Aswan",AB-,,Arthritis,Adam El-Sherbiny,0112303145,2025-02-23 01:54:15,1
2399,28404018079360,Nora,El-Araby,1984-04-01,Female,0115697092,"1183 Salah Salem Rd., Sidi Bishr, Asyut",O+,,Asthma,Yassin El-Khouly,0105788275,2025-06-16 12:38:13,0
2400,27003066124143,Hana,Hussein,1970-03-06,Female,0155919917,"495 El Geish St., Sadat City, Qena",B+,Aspirin allergy,,Ziad Mansour,0105140620,2025-07-01 19:05:26,0
2401,24907313748290,Mostafa,Saber,1949-07-31,Male,0150086422,"0792 Airport Lane, Zagazig, Sharqia",A-,,Diabetes mellitus,Ehab El-Masry,0102151888,2024-05-17 10:32:51,1
2402,25505231254007,Rehab,Mokhtar,1955-05-23,Female,0104509366,"739 Ramses St., Qantara Sharq, Sohag",AB+,Pollen allergy,Chronic kidney disease,Ayman Ali,0120142643,2024-10-07 11:10:17,1
2403,29603015567467,Gehad,Fahmy,1996-03-01,Female,0124538543,"037 Ramses St., Ayat, Giza",O+,Penicillin allergy,,Ghada El-Saeedi,0105994952,2023-12-08 03:16:08,1
2404,26001171404730,Salem,Abdelfattah,1960-01-17,Male,0119231506,"91049 El Horreya Ave., Talkha, Matrouh",B-,Penicillin allergy,Chronic kidney disease,Haitham Shalaby,0125216266,2025-11-24 03:22:35,0
2405,25902100347982,Hagar,El-Shennawy,1959-02-10,Female,0123717679,"4494 El Zohour Rd., Asafra, Faiyum",AB-,,Chronic kidney disease,Habiba El-Masry,0153082313,2024-06-02 23:18:54,0
2406,26705230462786,Nour,El-Iskandarany,1967-05-23,Female,0156012132,"106 El Horreya Lane, Ashmoun, Monufia",AB-,Aspirin allergy,Thyroid disorders,Malek Osman,0158900970,2024-05-13 19:09:46,1
2407,26812143961438,Fares,Abdelsalam,1968-12-14,Male,0114237851,"34126 Ramses Rd., Al Sharq District, Port Said",AB+,Latex allergy,,Hanan Salem,0114756772,2025-08-14 19:14:29,1
2408,30302211914688,Sarah,Salama,2003-02-21,Female,0157363881,"1621 Salah Salem St., 10th of Ramadan, Sharqia",O+,Peanut allergy,Hypertension,Rana Gad,0154952786,2024-03-16 10:07:26,0
2409,26401074495724,Hana,Fahmy,1964-01-07,Female,0124807318,"02436 El Wahda Lane, Quweisna, Aswan",O+,,Chronic kidney disease,Gamal El-Iskandarany,0104724668,2024-04-26 03:46:49,1
2410,29712245655073,Salem,Fahmy,1997-12-24,Male,0104554195,"9137 El Orouba Lane, Shubra El Kheima, Qalyubia",A-,Aspirin allergy,,Mazen Abdullah,0116496507,2024-04-23 20:37:49,1
2411,26903310805830,Gamal,Zayed,1969-03-31,Male,0122956460,"462 El Galaa Sq., Faqous, Asyut",A+,Aspirin allergy,Hypertension,George El-Shennawy,0126322719,2025-02-09 14:59:33,1
2412,29907146476250,Fares,Fahmy,1999-07-14,Male,0157665006,"9617 El Shohada Rd., Quseir, Sohag",A+,,,Salma Helmy,0157530455,2025-08-20 23:48:10,1
2413,26203202481153,Ali,Helmy,1962-03-20,Male,0115807462,"75581 Airport Rd., Fifth Settlement, Faiyum",A-,Latex allergy,Epilepsy,Safaa El-Sherif,0109185661,2024-11-21 17:35:23,1
2414,28112238657021,Talin,Farag,1981-12-23,Female,0100264129,"99093 El Nile Lane, Abbassia, Cairo",O-,Peanut allergy,,Mona Hassanin,0151145046,2024-04-18 00:31:34,1
2415,28611294002898,Ehab,El-Omda,1986-11-29,Male,0117680750,"7521 El Nasr Sq., Sharm El Sheikh, South Sinai",O+,Dust allergy,Asthma,Fares El-Sherif,0123164972,2025-09-17 15:35:51,0
2416,26201182421170,Sameh,Helmy,1962-01-18,Male,0105698594,"9471 El Mostaqbal Rd., Moharam Bek, Alexandria",B+,Aspirin allergy,Arthritis,Hamza Abdullah,0119397878,2024-08-20 02:38:26,1
2417,25808043247017,Saeed,Mahmoud,1958-08-04,Male,0129077881,"2551 El Salam Lane, Sadat City, Monufia",A+,Seafood allergy,,Rehab Nassar,0117281329,2024-08-20 18:02:29,1
2418,27408308193076,George,El-Ghazaly,1974-08-30,Male,0127739890,"9427 El Galaa Sq., Ismailia City, Ismailia",B-,Pollen allergy,Hypertension,Aya El-Qahery,0121020897,2023-12-06 12:19:40,1
2419,29007026466765,Aya,Osman,1990-07-02,Female,0105039443,"9216 El Mostaqbal Lane, Mansoura, Dakahlia",B-,,Epilepsy,Yara El-Omda,0106402449,2025-03-16 01:26:27,0
2420,26003137883637,Malek,Mansour,1960-03-13,Male,0126020223,"2751 El Salam Ave., Rashid, Beheira",A-,Penicillin allergy,,Tamer Hegazy,0151522135,2025-02-24 00:20:53,0
2421,27801152660469,Radwa,Salem,1978-01-15,Female,0155824705,"3334 El Galaa Sq., Belbeis, Aswan",AB-,Latex allergy,Diabetes mellitus,Hoda El-Saeedi,0110796592,2025-02-28 19:28:42,0
2422,25001132864137,Zaid,Sobhy,1950-01-13,Male,0157622525,"56963 El Tahrir Sq., Al Arab District, Port Said",O+,,Asthma,Rana Fahmy,0104007042,2024-12-07 22:16:36,0
2423,29912255663671,Ramy,Abdelsalam,1999-12-25,Male,0156061949,"224 El Galaa Sq., Madinaty, Cairo",B-,Antibiotic allergy,,Rodina Ghoneim,0157878015,2024-11-19 13:20:15,0
2424,28101207546426,Dina,El-Sherif,1981-01-20,Female,0121893244,"3996 El Zohour Rd., Suez District, Suez",B-,,Heart disease,Sondos Morsi,0101157147,2024-05-12 01:35:48,1
2425,28709133351187,Fatma El-Zahraa,El-Khouly,1987-09-13,Female,0100399340,"931 El Tahrir Lane, Kafr El Dawar, Beheira",AB+,Dust allergy,Epilepsy,Hoda Salem,0123556226,2024-07-26 09:35:40,1
2426,30309017946647,Safaa,Abdelfattah,2003-09-01,Female,0128916466,"0559 El Salam Sq., Alamein, Damietta",A-,Penicillin allergy,,Ibrahim Ghamrawy,0109669496,2025-11-08 06:36:49,0
2427,29601253647453,Abdelrahim,Kamel,1996-01-25,Male,0124123296,"7647 El Mahatta Ave., Fayed, Minya",A-,,Arthritis,Gamal El-Ansari,0109535293,2025-08-23 13:45:47,0
2428,27504010554224,Lobna,El-Iskandarany,1975-04-01,Female,0150375912,"765 El Mostaqbal St., Attaka, Matrouh",B-,,Chronic kidney disease,Marwan Zayed,0115344799,2025-07-22 17:53:20,0
2429,26704225352623,Hagar,Ghoneim,1967-04-22,Female,0154752020,"6690 El Wahda Ave., Arbaeen District, Suez",B-,Latex allergy,,Habiba El-Saeedi,0119591965,2024-09-23 21:58:06,1
2430,28303215634983,Hagar,El-Ansari,1983-03-21,Female,0153872404,"8089 El Shohada Lane, Sidi Bishr, Faiyum",B-,Peanut allergy,Asthma,Fatma El-Zahraa Salem,0157546718,2025-11-20 19:21:28,1
2431,30212074725081,Reem,Ghamrawy,2002-12-07,Female,0155996756,"47502 El Haram Lane, Ashmoun, Monufia",A+,Penicillin allergy,Arthritis,Mohanad El-Sakka,0129640502,2024-07-30 12:26:38,1
2432,28202142123193,Mohamed,Shalaby,1982-02-14,Male,0107844723,"79263 El Galaa Lane, Helwan, Cairo",O-,Penicillin allergy,,Adham Mohsen,0121963421,2024-09-11 11:16:36,0
2433,26009017267925,Judy,Abdelaziz,1960-09-01,Female,0116285811,"44162 El Galaa Sq., Quweisna, Monufia",A+,,Hypertension,Islam Shalaby,0127730027,2025-05-05 22:58:42,1
2434,25411231453498,Mohamed,Wahba,1954-11-23,Male,0116377055,"13717 Salah Salem St., Marsa Alam, Aswan",O+,Peanut allergy,Chronic kidney disease,Haitham Ali,0114586283,2025-08-09 12:42:32,1
2435,24910185632067,Mona,El-Ansari,1949-10-18,Female,0108960249,"971 26th of July Sq., Bakos, Matrouh",B-,,Diabetes mellitus,Aws El-Khouly,0107170434,2025-11-13 18:40:58,0
2436,25510234186212,Raed,El-Ghazaly,1955-10-23,Male,0119843714,"114 26th of July Rd., Mansoura, Dakahlia",A-,,,Omar Metwally,0108674847,2024-12-28 04:10:31,0
2437,29806143828655,Ramy,Shawky,1998-06-14,Male,0112177465,"29757 Airport Sq., Agami, Alexandria",B+,Antibiotic allergy,,Mohamed Ramadan,0110076633,2025-03-22 09:00:58,0
2438,26309053849864,Rawan,Amin,1963-09-05,Female,0155513716,"76220 El Horreya Rd., Heliopolis, Aswan",B+,Pollen allergy,Heart disease,Tamer El-Alawy,0125126384,2024-08-24 01:18:06,1
2439,26411263847525,Dina,Abdelhamid,1964-11-26,Female,0102768864,"13623 El Nile Ave., Abu Hammad, Kafr El Sheikh",AB-,,Asthma,Basmala El-Ghazaly,0103988447,2024-12-15 08:18:22,0
2440,26506303861722,Judy,Shalaby,1965-06-30,Female,0107957584,"45759 El Horreya Ave., Sheikh Zayed, Giza",O+,,Diabetes mellitus,Judy Abdelfattah,0122403662,2024-11-09 12:27:43,0
2441,27712241075157,Ali,El-Aswany,1977-12-24,Male,0100087653,"992 El Salam Ave., Ashmoun, Monufia",B+,,Epilepsy,Haitham El-Sherbiny,0101521258,2024-09-11 23:22:45,0
2442,27605262770019,Ashraf,El-Sakka,1976-05-26,Male,0155026162,"4942 El Salam Lane, Aswan City, Matrouh",B+,Aspirin allergy,Viral hepatitis,Fatma El-Zahraa El-Hashemy,0115339463,2023-12-26 02:22:50,0
2443,25106170769017,Adham,El-Shennawy,1951-06-17,Male,0114690674,"7642 Ramses Rd., Rashid, Damietta",A+,Penicillin allergy,Hypertension,Hoda El-Sakka,0109494839,2024-08-13 00:24:29,0
2444,24610303584827,Rehab,El-Alawy,1946-10-30,Female,0122750357,"5212 El Horreya Sq., Tanta, Gharbia",AB-,Dust allergy,Asthma,Ayman Abdullah,0158980910,2024-03-19 16:20:15,0
2445,28708031920394,George,Ghoneim,1987-08-03,Male,0108096486,"01643 El Nasr Rd., Suez District, Suez",A-,,Arthritis,Mohamed Mahmoud,0102524834,2024-06-23 17:49:39,0
2446,26809214278957,Fathy,El-Hashemy,1968-09-21,Male,0152742952,"03327 Misr Ave., Qalyub, Qalyubia",B+,,Diabetes mellitus,Hanan El-Iskandarany,0128929157,2024-01-10 08:15:29,0
2447,25402014516028,Shaimaa,El-Masry,1954-02-01,Female,0105259232,"619 26th of July Lane, Suez District, Faiyum",AB-,Latex allergy,Epilepsy,Nora El-Iskandarany,0152326207,2025-03-03 17:36:04,0
2448,29203193101157,Mohanad,El-Masry,1992-03-19,Male,0115653880,"811 Ramses St., Attaka, Suez",O-,Penicillin allergy,,Salma Abdelsalam,0128931632,2024-03-10 10:17:10,0
2449,27903196024301,Rehab,El-Sherif,1979-03-19,Female,0113494046,"42706 26th of July St., Quweisna, North Sinai",AB+,Dust allergy,Chronic kidney disease,Fatma El-Qahery,0155688329,2025-06-21 09:02:40,0
2450,27206120290017,Eyad,Shehata,1972-06-12,Male,0108245308,"39577 El Wahda Lane, Hehia, Asyut",B-,Pollen allergy,,Medhat Ramadan,0154857872,2025-09-29 16:41:39,0
2451,25609306084451,Islam,Abdullah,1956-09-30,Male,0127476311,"5630 El Salam Sq., Aswan City, Luxor",A-,Penicillin allergy,Thyroid disorders,Nour El-Din El-Hashemy,0153665357,2024-08-02 08:31:55,1
2452,25310222266041,Naglaa,Afifi,1953-10-22,Female,0123374676,"353 El Gomhouria St., Nasr City, Sohag",O+,,,Shenouda El-Saeedi,0152937078,2024-11-08 04:40:29,1
2453,27403283873102,Naglaa,Mahmoud,1974-03-28,Female,0126792470,"893 El Mahatta Lane, Arish, Damietta",A+,Latex allergy,Epilepsy,Alaa Kamel,0125901467,2024-10-30 06:23:33,1
2454,26903121209203,Sidra,Saad,1969-03-12,Female,0115488404,"8258 Misr Lane, Qalyub, Faiyum",B+,Latex allergy,,Shenouda Ali,0117259866,2025-06-30 03:25:00,1
2455,26102038104017,Mazen,El-Masry,1961-02-03,Male,0103593938,"318 El Nile Sq., Shubra El Kheima, Qalyubia",B+,Pollen allergy,Epilepsy,Donia Mansour,0104127810,2025-01-18 20:28:33,0
2456,26002098495476,Laith,Ramadan,1960-02-09,Male,0114978537,"45962 Ramses St., Arbaeen District, Suez",AB-,Latex allergy,,Raed Mahmoud,0155405513,2025-07-16 03:38:23,0
2457,29001292319372,Saleh,El-Sherbiny,1990-01-29,Male,0102276821,"04837 El Geish Ave., Fayed, Ismailia",A+,Penicillin allergy,Hypertension,Zaid Ali,0157534288,2024-04-06 08:40:03,1
2458,29308176372289,Rehab,Salem,1993-08-17,Female,0156984415,"157 El Gomhouria Lane, Rashid, Asyut",A-,Aspirin allergy,,Talin Hegazy,0124188774,2025-06-30 21:36:03,1
2459,28812270433996,Abdelaziz,Ghamrawy,1988-12-27,Male,0101725210,"82741 El Horreya Sq., El Mahalla El Kubra, Minya",A+,Penicillin allergy,Viral hepatitis,Jouri Abdelhamid,0115376523,2024-12-08 17:46:26,1
2460,29812244118902,Rasha,El-Shennawy,1998-12-24,Female,0118741727,"9815 El Gomhouria Rd., Dokki, Minya",O-,,Hypertension,Sameh Osman,0100531160,2024-02-14 15:30:04,0
2461,29704022230107,Iman,Mokhtar,1997-04-02,Female,0109713790,"961 Airport Rd., Zifta, Gharbia",AB+,,Hypertension,Gehad Abdullah,0113923573,2025-05-20 15:33:26,1
2462,30105194144063,Farida,El-Khouly,2001-05-19,Female,0127917465,"69248 Airport Sq., Sharm El Sheikh, South Sinai",B+,Peanut allergy,Diabetes mellitus,Rodina Hegazy,0118751719,2025-08-31 21:14:09,0
2463,30004068104883,Habiba,El-Sakka,2000-04-06,Female,0112413292,"56064 El Galaa Rd., Dahab, South Sinai",O+,,Diabetes mellitus,Abdullah Wahba,0117554965,2024-04-21 10:22:38,0
2464,26706200708767,Fatma El-Zahraa,Abdelfattah,1967-06-20,Female,0126925233,"37153 El Horreya Rd., Ashmoun, Monufia",B+,Peanut allergy,Thyroid disorders,Heba El-Saeedi,0102216295,2024-01-16 20:57:14,0
2465,25103116533609,Janna,Kamel,1951-03-11,Female,0118303572,"7549 El Nasr St., Qantara Sharq, Ismailia",O-,Latex allergy,,Abdelaziz Gad,0107788600,2023-12-01 21:11:47,0
2466,27008090769578,Youssef,Saad,1970-08-09,Male,0154848839,"215 Airport St., Itay El Barud, Beheira",O+,Antibiotic allergy,,Layan Morsi,0112857247,2024-06-11 09:00:36,0
2467,29211073098286,Soha,Helmy,1992-11-07,Female,0115483787,"2247 El Shohada St., Menouf, Qena",AB+,,,Aws Ali,0103610168,2025-10-26 15:47:20,1
2468,29103301025888,Gehad,Metwally,1991-03-30,Female,0157855440,"274 El Mostaqbal Sq., Asafra, Sohag",B+,Antibiotic allergy,,Lobna Nassar,0118750049,2025-07-10 17:44:58,0
2469,27509157100443,Judy,Ramadan,1975-09-15,Female,0150632772,"828 El Geish Lane, Suez District, Matrouh",AB-,Penicillin allergy,,Hala Wahba,0124279144,2024-11-03 23:19:41,1
2470,29408124521200,Sidra,Wahba,1994-08-12,Female,0114061690,"8638 El Wahda Sq., Port Fuad, Port Said",O-,,Thyroid disorders,Hana Zayed,0108834823,2025-01-13 16:25:09,0
2471,28107307337181,Dina,El-Omda,1981-07-30,Female,0128981720,"8084 El Galaa Rd., Tanta, Gharbia",O+,Penicillin allergy,Heart disease,Rodina Salama,0158574790,2024-10-03 23:10:27,0
2472,29706211665233,Mostafa,El-Sherif,1997-06-21,Male,0124840248,"40050 Salah Salem Sq., Agouza, Aswan",A-,Latex allergy,Heart disease,Abdelrahman El-Masry,0101446202,2024-09-20 01:58:08,1
2473,29710191982715,Shenouda,Wahba,1997-10-19,Male,0109553125,"312 El Horreya Sq., Sayeda Zeinab, Cairo",B-,Penicillin allergy,Heart disease,Hana Ramadan,0154713445,2024-02-16 19:45:43,1
2474,27909088155839,Islam,Hussein,1979-09-08,Male,0114862564,"2780 26th of July Lane, Sidi Gaber, Alexandria",A+,Pollen allergy,Viral hepatitis,Basmala El-Qahery,0104309898,2025-02-08 09:00:54,1
2475,26806105926071,Fathy,Kamel,1968-06-10,Male,0107784444,"370 El Salam Ave., El Mahalla El Kubra, Gharbia",AB+,,Epilepsy,Hussein Mokhtar,0103752613,2025-05-17 11:46:32,0
2476,28807113127709,Fatma,Shehata,1988-07-11,Female,0120492662,"42719 El Zohour Lane, Minya El Qamh, Sharqia",O-,,Asthma,Jana El-Aswany,0150694351,2025-05-28 05:49:58,1
2477,29103165115284,Yasmine,El-Omda,1991-03-16,Female,0114510569,"6927 El Orouba St., Maadi, New Valley",A-,Seafood allergy,Epilepsy,Seif Abdelfattah,0117958031,2024-09-20 13:18:04,1
2478,27212265446242,Nour,Mansour,1972-12-26,Female,0128752385,"555 Airport St., Sohag City, Asyut",AB+,Latex allergy,Epilepsy,Bilal El-Sherbiny,0117583119,2025-03-26 23:48:07,0
2479,26904013890330,Karim,Zayed,1969-04-01,Male,0154668376,"57863 El Shohada St., Sidi Gaber, Alexandria",B-,,,Amr Mansour,0151087067,2025-04-06 14:45:11,0
2480,26502238281607,Soha,Abdelhamid,1965-02-23,Female,0123295497,"58591 El Tahrir Sq., El Mahalla El Kubra, Gharbia",B+,,,Ali El-Aswany,0107369654,2025-07-24 15:43:17,1
2481,28510116881453,Ehab,El-Alawy,1985-10-11,Male,0109731515,"7787 26th of July Sq., Suez District, Suez",B+,,,Mohanad Sobhy,0156505586,2025-05-28 23:54:22,0
