doctor_id,national_id,first_name,last_name,specialization,license_number,phone,years_of_experience,consultation_fee,is_active,registration_date
221,28412248679959,Tamer,El-Araby,Emergency Medicine,MOH-EME-108852,0129516085,2,612.52,1,2022-12-14 14:02:02
222,29011017416319,Hussein,El-Iskandarany,Pulmonology,MOH-PUL-927074,0114068394,3,669.99,1,2024-07-12 19:13:21
223,28401120812023,Laila,Farag,Emergency Medicine,MOH-EME-749357,0151808225,9,207.47,1,2022-05-09 08:46:17
224,26107180273273,Karim,Ali,Immunology,MOH-IMM-334069,0102375388,34,411.48,0,2025-05-07 02:56:26
225,29107086807223,Hoda,Amin,Dermatology,MOH-DER-803366,0128108420,6,502.57,1,2024-07-04 18:45:27
226,29707284341060,Rahma,El-Sherbiny,Cardiology,MOH-CAR-114445,0104005685,0,258.4,0,2025-01-20 23:02:01
227,28407168865690,Marwan,Ali,Endocrinology,MOH-END-269943,0104290088,3,466.75,0,2022-09-18 17:49:16
228,26211074381750,Youssef,Abdelhamid,Endocrinology,MOH-END-829738,0114496457,11,697.4,0,2023-03-26 09:56:24
229,29305202695520,Habiba,Zayed,Pediatrics,MOH-PED-172635,0128608287,2,794.69,1,2021-08-07 11:32:39
230,28011181978588,Dina,El-Sherif,Neurology,MOH-NEU-589308,0120943882,2,677.56,0,2024-08-01 11:17:33
231,29201018591202,Dina,Abdelaziz,Clinical Nutrition,MOH-CLI-249523,0117282077,1,125.59,1,2025-07-01 21:51:16
232,27603085230968,Yara,Shehata,Endocrinology,MOH-END-529272,0158377816,0,531.02,1,2024-06-15 04:31:33
233,25907105923243,Rasha,Shalaby,Obesity Management,MOH-OBE-830471,0117692839,42,210.68,0,2022-02-16 11:31:06
234,27009200559186,Yara,El-Alawy,Internal Medicine,MOH-INT-943743,0100057912,31,661.48,1,2025-06-06 07:38:56
235,26008301903042,Heba,Zayed,Endocrinology,MOH-END-667864,0116664119,8,232.33,0,2023-10-18 21:55:57
236,28110153213048,Nour,Metwally,Obstetrics and Gynecology,MOH-OBS-345661,0108608243,6,343.06,0,2021-07-19 04:39:27
237,29908061926262,Hanan,Saber,Dermatology,MOH-DER-123231,0111200927,0,619.75,1,2021-01-03 07:41:58
238,25708055338315,Islam,El-Omda,Ophthalmology,MOH-OPH-412910,0128309182,16,625.21,0,2022-09-26 17:34:27
239,28205068723640,Sarah,Ghoneim,Obesity Management,MOH-OBE-332259,0122475645,9,742.35,1,2022-11-13 09:01:33
240,29507253334808,Ghada,El-Alawy,Emergency Medicine,MOH-EME-181487,0113823404,5,550.24,1,2025-05-12 23:10:39
241,29009065768909,Rahma,Fahmy,Emergency Medicine,MOH-EME-871324,0150082826,9,763.26,1,2022-10-23 23:17:38
242,27708030608700,Heba,Gad,Internal Medicine,MOH-INT-822000,0103668974,2,213.97,1,2023-03-06 13:37:58
243,29503022942737,Khaled,Gad,Obesity Management,MOH-OBE-472754,0104963522,3,114.28,1,2024-04-07 13:10:03
244,26009091730564,Noha,Gad,Dermatology,MOH-DER-315148,0113906680,34,486.49,0,2021-06-11 15:48:41
245,29805023319879,Samy,Abdelfattah,Urology,MOH-URO-341901,0159539114,2,178.54,0,2024-06-07 13:16:19
246,29512074599282,Iman,Gad,General Surgery,MOH-GEN-400456,0154271308,4,217.79,0,2021-11-22 17:35:31
247,26711195223445,Maryam,El-Qahery,Obstetrics and Gynecology,MOH-OBS-846428,0129171812,18,587.33,1,2024-05-17 17:15:28
248,29303167195900,Iman,Abdelhamid,Urology,MOH-URO-677907,0129514698,2,413.34,1,2025-02-03 06:15:02
249,26810245279922,Ghada,Ali,Ophthalmology,MOH-OPH-888710,0118095020,28,750.76,1,2023-09-02 07:52:27
250,27908108004439,Marwan,El-Araby,Neurology,MOH-NEU-686604,0123250649,1,516.38,0,2024-12-11 13:16:44
251,26601010124954,Hussein,Wahba,Emergency Medicine,MOH-EME-201247,0153587016,15,300.6,0,2021-01-17 10:38:26
252,29303197584104,Habiba,Saber,Oncology,MOH-ONC-580813,0114806685,6,391.16,1,2023-08-10 09:15:32
253,27212116643509,Farida,Abdelhamid,Emergency Medicine,MOH-EME-779080,0113567068,12,265.61,1,2022-10-08 19:26:42
254,26008117949295,Bilal,Mansour,Endocrinology,MOH-END-451842,0108551748,0,527.33,1,2021-06-07 06:04:49
255,28111141412501,Yara,El-Qahery,Urology,MOH-URO-995855,0107728114,18,547.42,1,2025-07-21 04:27:39
256,27809217167145,Shaimaa,Abdullah,General Surgery,MOH-GEN-509325,0123092975,18,130.82,0,2021-02-02 07:37:18
257,30002236583165,Malak,Abdelfattah,Internal Medicine,MOH-INT-786705,0124157387,1,369.41,1,2025-08-15 08:02:48
258,27311295988181,Malak,Abdelfattah,Immunology,MOH-IMM-775540,0120741362,25,581.0,1,2022-07-16 12:24:40
259,26706031504397,Medhat,El-Alawy,Obstetrics and Gynecology,MOH-OBS-776172,0119227669,16,722.33,0,2021-11-04 18:39:08
260,26910104148866,Lobna,Zayed,General Surgery,MOH-GEN-353063,0124683316,0,333.44,0,2021-01-24 06:13:42
261,28604031482043,Yasmine,Shawky,Obesity Management,MOH-OBE-799276,0129877594,0,115.66,0,2025-06-10 17:00:11
262,27503215705174,Ramy,Hussein,Neurology,MOH-NEU-411078,0150915186,13,453.53,0,2022-02-05 19:25:54
263,29708090130168,Shaimaa,El-Omda,Emergency Medicine,MOH-EME-892183,0156015309,1,769.62,0,2021-08-07 08:53:38
264,29211168355401,Hanan,El-Sherif,Emergency Medicine,MOH-EME-197579,0127780631,1,244.58,0,2024-05-01 09:16:44
265,27206287448569,Hagar,Bakr,Dentistry,MOH-DEN-889593,0107404884,3,655.43,1,2024-04-28 23:19:04
266,26305076747183,Abeer,El-Sherbiny,Clinical Nutrition,MOH-CLI-399309,0122960057,6,611.44,0,2023-07-21 12:53:00
267,29209290854195,Bilal,Abdelaziz,Emergency Medicine,MOH-EME-655607,0112746448,9,156.06,0,2023-03-31 06:13:22
268,28901258081871,Ahmed,Abdelaziz,Internal Medicine,MOH-INT-327993,0126417313,10,633.05,1,2025-09-16 04:05:46
269,29011192304877,Bilal,El-Sherbiny,General Surgery,MOH-GEN-388468,0116714781,3,332.85,1,2025-09-14 20:51:18
270,28302097841506,Samar,Fahmy,Cardiology,MOH-CAR-496209,0103209418,10,657.47,1,2021-07-23 00:23:32
271,27009097001662,Naglaa,Shehata,Pulmonology,MOH-PUL-751415,0120789856,29,208.11,0,2022-04-27 06:01:25
272,28612190796015,Omar,Abdelfattah,ENT (Otolaryngology),MOH-ENT-263235,0159412235,13,334.67,0,2023-08-13 07:22:23
273,26006276622928,Hagar,Morsi,Clinical Nutrition,MOH-CLI-985905,0110150433,38,225.87,1,2023-05-25 21:04:27
274,28403206591088,Naglaa,Kamel,Endocrinology,MOH-END-231953,0151762421,17,748.84,0,2025-09-13 01:48:48
275,29409021661144,Shaimaa,Abo El-Naga,Obesity Management,MOH-OBE-382087,0154827250,6,429.7,0,2023-03-09 23:10:22
276,29207134760684,Laila,Sarhan,Psychiatry,MOH-PSY-177115,0104319950,6,457.26,1,2025-09-01 16:24:06
277,26401100930079,Tamer,Farag,Clinical Nutrition,MOH-CLI-333747,0115670025,9,629.35,0,2021-06-22 05:31:02
278,26305252771855,Karim,Afifi,Internal Medicine,MOH-INT-844727,0122148404,27,403.01,0,2022-11-20 14:09:25
279,29212138039202,Ghada,Shawky,General Surgery,MOH-GEN-374326,0155520544,8,183.39,0,2025-01-28 08:44:28
280,26005115057924,Rahma,Osman,Urology,MOH-URO-124833,0154419857,28,233.38,1,2025-06-27 08:39:56
281,25802185288699,Samy,Ghoneim,Psychiatry,MOH-PSY-747342,0126462081,22,178.59,0,2024-12-14 04:45:51
282,26008267627832,Amr,Abdelfattah,Obstetrics and Gynecology,MOH-OBS-918506,0100510111,29,254.11,1,2025-05-21 23:57:24
283,26306047264373,Tamer,El-Masry,Internal Medicine,MOH-INT-714874,0115429300,26,705.85,0,2021-08-22 18:34:49
284,25912288039611,Sherif,Mahmoud,Dentistry,MOH-DEN-716898,0127800718,20,223.29,0,2022-10-30 08:22:15
285,28206275512103,Hoda,El-Qurashi,Family Medicine,MOH-FAM-315216,0117896338,16,769.33,0,2023-08-25 02:54:02
286,25802071460580,Hagar,Mansour,Immunology,MOH-IMM-787325,0119535961,33,314.91,0,2024-01-14 12:01:15
287,26005156683426,Rehab,Shalaby,Obesity Management,MOH-OBE-688092,0127749500,1,728.73,0,2023-09-05 10:42:16
288,27101173498856,Abdelrahman,Mansour,Clinical Nutrition,MOH-CLI-305506,0153096892,24,265.64,1,2024-10-11 22:40:23
289,26202225480752,Gamal,Saad,General Surgery,MOH-GEN-912815,0120837026,33,553.99,1,2023-03-30 18:56:55
290,27803282063144,Naglaa,Sarhan,Dentistry,MOH-DEN-409813,0110345662,10,758.28,1,2021-11-30 00:51:29
291,27309037546332,Yasser,El-Khouly,Dermatology,MOH-DER-370366,0113064144,5,786.3,0,2022-04-29 03:54:52
292,25810206073143,Rahma,El-Masry,Dentistry,MOH-DEN-774653,0116500312,14,357.69,1,2021-05-10 16:10:38
293,27604174137685,Nour,El-Masry,ENT (Otolaryngology),MOH-ENT-509710,0122830737,20,634.41,0,2023-05-11 12:48:37
294,26901175857530,Gamal,Osman,Clinical Nutrition,MOH-CLI-731026,0127297145,16,205.94,0,2024-10-07 05:26:50
295,26101250573903,Dina,Kamel,ENT (Otolaryngology),MOH-ENT-143535,0101169099,17,586.55,1,2023-02-02 06:47:43
296,26103263697548,Nour,Metwally,Obesity Management,MOH-OBE-814547,0108140472,38,327.82,1,2022-05-31 10:23:07
297,26011155689370,Ashraf,El-Aswany,Urology,MOH-URO-460255,0103040331,15,759.22,1,2023-05-05 06:17:31
298,29703102833690,Abdullah,El-Saeedi,Pulmonology,MOH-PUL-176202,0108828996,0,646.52,0,2025-01-24 20:17:59
299,29910011005337,Ibrahim,Shalaby,Emergency Medicine,MOH-EME-390609,0157272162,0,643.29,0,2022-12-30 02:33:34
300,26610130795822,Naglaa,Nassar,Dermatology,MOH-DER-920461,0108128567,19,372.7,0,2021-02-26 05:21:26
301,26307244797204,Hala,El-Khouly,ENT (Otolaryngology),MOH-ENT-680290,0150807230,37,727.96,1,2021-04-15 19:43:52
302,29410266925262,Maryam,Nassar,Dentistry,MOH-DEN-604826,0150314256,2,630.31,0,2023-08-02 03:25:39
303,27908143958541,Laila,Abdelhamid,Pediatrics,MOH-PED-879310,0106425047,2,479.25,0,2023-07-16 21:02:58
304,25608147822860,Naglaa,Shawky,ENT (Otolaryngology),MOH-ENT-556221,0100061965,39,417.02,1,2023-04-20 20:49:33
305,30007050927997,Abdelaziz,El-Qahery,Emergency Medicine,MOH-EME-807398,0123944868,0,308.9,1,2022-06-10 17:06:36
306,26006176315423,Maryam,Shehata,Pulmonology,MOH-PUL-451372,0126364237,22,529.68,1,2020-12-24 02:14:10
307,27209021436377,Tamer,Kamel,Obesity Management,MOH-OBE-701762,0159843717,14,585.64,1,2023-04-23 21:30:07
308,26005044743951,Hussein,Salama,Dermatology,MOH-DER-945800,0155362931,31,168.35,1,2022-06-13 15:36:01
309,26211013777468,Aya,El-Masry,Urology,MOH-URO-586618,0103583462,38,663.48,0,2025-04-03 23:05:10
310,27510281753637,Abdelrahman,Mohsen,Oncology,MOH-ONC-394789,0108807533,15,398.26,1,2022-06-13 15:13:12
311,26703015113035,Adel,Sarhan,Ophthalmology,MOH-OPH-371946,0113261710,16,783.86,1,2023-05-11 06:40:17
312,27507220935894,Ehab,Osman,General Surgery,MOH-GEN-575723,0159787054,25,763.86,0,2021-01-29 09:55:56
313,29305164659817,Adel,El-Aswany,Internal Medicine,MOH-INT-334236,0101372348,0,520.69,1,2024-01-02 08:52:18
314,26603290962894,Abdullah,Abdelfattah,Obesity Management,MOH-OBE-301819,0117386218,13,272.07,0,2024-11-19 18:44:14
315,29109010791476,Sameh,Abdelhamid,Endocrinology,MOH-END-719223,0151023070,4,797.06,0,2024-03-09 13:45:38
316,27209190127421,Laila,Salama,Cardiology,MOH-CAR-998435,0111909849,29,177.17,1,2023-08-14 10:21:06
317,26207025074573,Sameh,Kamel,Urology,MOH-URO-849548,0156170160,11,445.8,1,2023-10-17 14:58:46
318,26305218217271,Gamal,Gad,Orthopedics,MOH-ORT-429855,0116296843,26,219.04,1,2024-05-01 15:21:11
319,29610237543149,Laila,El-Masry,Endocrinology,MOH-END-708133,0156264706,3,729.71,0,2025-01-15 16:19:57
320,28009238034117,Tarek,El-Qahery,Family Medicine,MOH-FAM-310230,0120953755,5,375.78,1,2024-05-11 21:44:39
321,26901182645076,Haitham,Abdelaziz,General Surgery,MOH-GEN-503781,0111357373,32,461.84,1,2023-12-21 17:36:56
322,29710266925552,Fares,Mahmoud,Psychiatry,MOH-PSY-105639,0109569271,4,230.2,0,2021-09-05 13:07:12
323,26707128710568,Dina,El-Sherif,General Surgery,MOH-GEN-471994,0121724904,13,630.87,0,2021-07-29 03:22:41
324,29508288370960,Abeer,El-Qahery,Oncology,MOH-ONC-777253,0156211921,1,764.73,1,2025-05-03 14:51:33
325,27206281330017,Khaled,El-Alawy,Clinical Nutrition,MOH-CLI-393080,0153188878,16,756.87,1,2024-01-21 21:16:42
326,28211151556738,Ahmed,Nassar,Immunology,MOH-IMM-323153,0125013396,5,251.02,0,2023-07-12 23:01:43
327,26605260498358,Abdelrahman,El-Sherif,Internal Medicine,MOH-INT-470806,0118792340,23,279.07,0,2024-12-20 23:27:17
328,26901154358276,Saeed,Abdullah,Immunology,MOH-IMM-760354,0119308717,30,610.1,1,2023-06-12 19:29:24
329,27603297402706,Safaa,Osman,Endocrinology,MOH-END-105053,0118123346,23,433.93,0,2025-10-18 06:08:38
330,27310227094954,Mostafa,El-Aswany,Neurology,MOH-NEU-656366,0114756700,1,111.54,0,2021-01-08 07:13:00
331,26008165145810,Ibrahim,Saad,Pediatrics,MOH-PED-717118,0101353174,25,409.37,1,2025-06-18 22:08:33
332,25805265324284,Malak,Abo El-Naga,Neurology,MOH-NEU-305911,0107201813,11,600.06,0,2022-12-12 05:02:04
333,26706254178985,Abeer,Mahmoud,Dentistry,MOH-DEN-882362,0152540722,2,655.81,1,2024-01-05 18:45:21
334,27102151955134,Hassan,El-Shennawy,Oncology,MOH-ONC-346806,0125733011,7,712.72,0,2023-03-10 03:32:36
335,26509206770123,Rahma,Morsi,General Surgery,MOH-GEN-434148,0108984521,16,136.68,1,2022-02-26 17:45:03
336,29302191032109,Maryam,El-Omda,Dentistry,MOH-DEN-105315,0128575143,2,295.13,1,2023-09-26 11:14:17
337,26511095877247,Rasha,El-Omda,Endocrinology,MOH-END-626891,0122027221,18,669.4,0,2021-03-20 01:55:49
338,25607214630068,Abeer,El-Sherbiny,Endocrinology,MOH-END-436421,0106469646,30,492.37,1,2025-04-07 07:45:19
339,28811171503642,Hala,Shawky,Obesity Management,MOH-OBE-787258,0116609967,8,260.93,0,2022-09-09 23:54:20
340,28612282417635,Adel,Shalaby,Urology,MOH-URO-745987,0153538322,11,119.46,1,2023-06-14 06:03:24
341,28412226482598,Tamer,El-Shennawy,Immunology,MOH-IMM-669976,0101099600,1,515.81,1,2025-02-02 11:59:05
342,27309257366246,Heba,Saber,Pediatrics,MOH-PED-976622,0108541205,22,720.14,1,2022-04-10 15:42:06
343,28801017366625,Dina,Metwally,Endocrinology,MOH-END-542693,0108323827,2,318.56,1,2024-01-09 14:17:43
344,27211158065871,Ahmed,El-Qurashi,Clinical Nutrition,MOH-CLI-822801,0152481303,13,444.06,0,2023-11-10 06:51:43
345,30007234612168,Laila,El-Aswany,Dentistry,MOH-DEN-869461,0110655246,0,103.14,1,2022-01-20 07:37:24
346,26901147186625,Sarah,Ramadan,Neurology,MOH-NEU-488114,0120923940,16,702.08,0,2023-08-30 18:22:45
347,28308077852821,Aya,Farag,Neurology,MOH-NEU-895292,0125156454,4,551.39,0,2025-05-09 05:20:10
348,25911043824321,Abeer,Bakr,Family Medicine,MOH-FAM-781951,0106035083,34,406.64,0,2023-12-11 09:36:37
349,27507104833430,Ehab,Farag,Oncology,MOH-ONC-433129,0125445145,25,469.01,1,2021-02-08 15:04:29
350,29203137513410,Abdelaziz,Hussein,Ophthalmology,MOH-OPH-472604,0121334578,9,382.58,0,2024-08-26 09:23:12
351,29907264771504,Sarah,Shalaby,Internal Medicine,MOH-INT-908052,0100979085,0,153.53,0,2024-03-21 16:13:16
352,29102077926537,Abdelrahman,Mahmoud,Immunology,MOH-IMM-335108,0101601100,9,469.37,1,2021-11-26 03:20:52
353,26203033589915,Tarek,Nassar,Pulmonology,MOH-PUL-550913,0152532636,12,140.25,1,2022-04-04 09:28:53
354,28604102972629,Hanan,Mokhtar,Obesity Management,MOH-OBE-371729,0118517066,8,319.11,0,2023-04-02 18:51:06
355,26004286001996,Tamer,Abo El-Naga,Dermatology,MOH-DER-646798,0116246433,15,459.49,0,2022-12-30 05:16:35
356,29302154349151,Mohamed,Ali,Emergency Medicine,MOH-EME-606584,0118932953,0,156.16,1,2023-01-31 04:54:32
357,26902235444607,Dina,El-Sherif,Ophthalmology,MOH-OPH-103223,0116953751,5,346.31,0,2025-05-19 00:27:02
358,29709111564952,Bilal,El-Sherbiny,Obstetrics and Gynecology,MOH-OBS-694669,0110862658,2,131.73,0,2022-01-07 19:55:15
359,27603011580446,Safaa,Amin,Obesity Management,MOH-OBE-739450,0104782981,20,314.1,0,2024-12-27 09:17:21
360,29901146954595,Mostafa,Hussein,Cardiology,MOH-CAR-500457,0150063451,1,400.58,1,2023-09-28 14:03:21
361,27505180599402,Iman,Shawky,ENT (Otolaryngology),MOH-ENT-886112,0124596228,6,421.15,0,2020-12-20 08:52:52
362,25904052143207,Hagar,Amin,Dermatology,MOH-DER-621430,0155889952,14,476.0,0,2024-09-17 05:50:53
363,28109035671356,Ali,Salama,Urology,MOH-URO-651711,0107554622,6,792.94,1,2024-06-13 08:35:29
364,26707064745264,Dina,Kamel,Urology,MOH-URO-576212,0107541729,20,491.08,1,2021-04-11 18:43:33
365,26701156655914,Bilal,El-Sherbiny,Obesity Management,MOH-OBE-662425,0129588509,13,312.44,0,2025-02-18 21:16:07
366,29703262915907,Hoda,El-Sherbiny,Obstetrics and Gynecology,MOH-OBS-860147,0151811603,2,467.32,1,2023-08-04 14:52:42
367,27405031137647,Lobna,Hussein,Family Medicine,MOH-FAM-590279,0111734124,1,329.25,0,2024-08-20 16:11:16
368,27812047025119,Abdullah,Shalaby,Urology,MOH-URO-198249,0109144726,10,380.03,0,2024-06-10 18:34:01
369,26606220973278,Amr,Hussein,Dentistry,MOH-DEN-437848,0128958497,5,424.24,0,2022-05-15 18:23:23
370,29010301721878,Mostafa,Ghoneim,ENT (Otolaryngology),MOH-ENT-858695,0116093634,1,152.88,1,2024-08-23 15:15:06
371,26403252129850,Ashraf,El-Khouly,Dentistry,MOH-DEN-873586,0107897957,23,433.28,0,2023-10-04 23:52:46
372,26204083036916,Omar,Saad,Dermatology,MOH-DER-204492,0110956601,21,499.68,0,2021-12-12 04:58:02
373,25604260860214,Ramy,Sarhan,Orthopedics,MOH-ORT-293528,0111519779,2,385.12,0,2025-10-08 06:54:07
374,28304183401128,Hagar,Farag,Psychiatry,MOH-PSY-163087,0119438454,3,708.4,1,2024-03-23 07:34:22
375,30001187361813,Mahmoud,Nassar,Immunology,MOH-IMM-429380,0119490434,0,473.28,0,2025-06-26 15:58:25
376,28112080350172,Sameh,Afifi,Internal Medicine,MOH-INT-495893,0103865045,4,329.21,1,2024-03-06 05:51:23
377,28005250971820,Laila,Nassar,Obesity Management,MOH-OBE-673927,0157786379,9,458.79,0,2021-09-23 23:46:15
378,29404058112160,Aya,Abdelhamid,Family Medicine,MOH-FAM-716005,0124536110,1,311.31,0,2025-08-08 06:39:28
379,28612015203820,Samar,Abdelfattah,Orthopedics,MOH-ORT-466637,0151346173,6,723.37,1,2023-07-31 23:07:28
380,28806014695471,Youssef,El-Masry,Obstetrics and Gynecology,MOH-OBS-304615,0126643505,1,733.73,0,2023-12-02 18:54:44
381,26906292274885,Naglaa,Abdelhamid,Neurology,MOH-NEU-655293,0116381438,8,651.73,1,2023-09-08 15:40:28
382,25611283210493,Tarek,Abdelaziz,Dermatology,MOH-DER-885469,0150919243,40,783.75,0,2024-09-03 07:50:39
383,25905072212973,Karim,Abo El-Naga,Clinical Nutrition,MOH-CLI-695353,0106454668,30,279.13,0,2022-01-14 01:38:44
384,29505048576208,Hoda,Ali,Urology,MOH-URO-492725,0102540468,2,501.32,0,2025-01-26 03:34:28
385,26501073856163,Farida,Bakr,Endocrinology,MOH-END-496447,0126055181,16,514.3,1,2021-07-07 07:49:58
386,29909098791792,Amr,El-Khouly,Neurology,MOH-NEU-965021,0151413117,0,470.33,1,2025-01-08 07:14:53
387,28405147220034,Medhat,El-Khouly,Pediatrics,MOH-PED-755460,0159769311,17,762.3,0,2025-06-13 17:09:05
388,27604161285254,Ali,El-Aswany,ENT (Otolaryngology),MOH-ENT-896744,0127487837,5,501.22,0,2023-05-02 08:11:44
389,27611195875119,Mohamed,Kamel,Neurology,MOH-NEU-871096,0151223720,24,260.54,0,2025-05-27 07:01:34
390,29104288074217,Abdelaziz,Mokhtar,Endocrinology,MOH-END-670976,0125839131,7,462.19,1,2021-09-13 00:58:47
391,25707237799457,Ahmed,Salama,Immunology,MOH-IMM-826040,0152971034,1,488.16,1,2023-12-15 22:06:24
392,29801163698203,Hoda,Nassar,Neurology,MOH-NEU-200428,0124827207,2,323.16,1,2024-10-09 18:50:01
393,27612198223311,Omar,Mohsen,General Surgery,MOH-GEN-423451,0154335547,9,290.12,1,2023-08-11 20:49:23
394,29312194963483,Naglaa,Kamel,Endocrinology,MOH-END-591577,0119606061,0,563.95,1,2023-09-01 09:15:46
395,29704274259142,Laila,El-Omda,ENT (Otolaryngology),MOH-ENT-794442,0117649807,2,776.73,1,2022-01-09 06:20:55
396,29101017608595,Karim,Farag,Neurology,MOH-NEU-305841,0109487289,1,554.85,1,2022-03-28 04:08:56
397,26410313649601,Heba,El-Sherbiny,Pediatrics,MOH-PED-405984,0152301522,12,663.95,0,2024-04-19 23:42:06
398,27810064495215,Mostafa,Hussein,Dentistry,MOH-DEN-517245,0109298578,16,647.66,1,2025-04-02 06:52:58
399,27103116325518,Haitham,Mohsen,Dentistry,MOH-DEN-683362,0103878292,30,539.25,0,2025-09-06 07:35:07
400,28807165850141,Hanan,El-Alawy,Ophthalmology,MOH-OPH-534158,0128543898,7,206.18,0,2025-02-07 15:12:15
401,26407062334294,Omar,Abdelaziz,Dentistry,MOH-DEN-494587,0126882447,9,688.78,0,2021-12-01 11:51:30
402,29607227770723,Rahma,Abdelhamid,Psychiatry,MOH-PSY-413327,0105484667,4,376.18,1,2021-01-27 01:55:50
403,28904290855847,Rehab,Hegazy,Internal Medicine,MOH-INT-246993,0126959946,0,353.33,0,2021-07-12 23:42:57
404,25907205973809,Rahma,El-Shennawy,Cardiology,MOH-CAR-128621,0126898499,13,455.09,0,2020-11-28 01:31:18
405,28603017411815,Abdullah,Shehata,Orthopedics,MOH-ORT-808566,0155147973,4,235.65,1,2022-12-31 22:08:15
406,26605254648380,Hagar,Nassar,Ophthalmology,MOH-OPH-102215,0152193735,0,756.79,1,2023-08-30 10:30:13
407,25602137871317,Bilal,Nassar,ENT (Otolaryngology),MOH-ENT-450589,0125660284,29,414.57,0,2023-10-03 10:16:34
408,29007205464205,Malak,Amin,Obstetrics and Gynecology,MOH-OBS-378421,0119612447,2,238.35,1,2025-07-04 20:51:52
409,26401227052806,Laila,Fahmy,Clinical Nutrition,MOH-CLI-551229,0100697269,1,234.86,1,2022-06-14 12:27:51
410,27501103895255,Hussein,El-Masry,Pulmonology,MOH-PUL-629744,0105067325,18,409.13,0,2025-07-22 05:49:36
411,30010160948356,Medhat,El-Iskandarany,Oncology,MOH-ONC-715209,0103568969,1,751.4,0,2023-03-24 21:06:12
412,27911282573126,Fatma,El-Masry,Endocrinology,MOH-END-877774,0151133394,18,528.24,1,2022-10-08 16:24:28
413,26705173350889,Yara,Saad,Emergency Medicine,MOH-EME-475345,0151817357,29,654.56,0,2021-04-02 21:14:01
414,30011057908130,Fares,Amin,Orthopedics,MOH-ORT-803172,0117086309,0,232.25,1,2025-09-12 16:39:15
415,26605164220534,Ashraf,Abdelfattah,Obstetrics and Gynecology,MOH-OBS-997093,0106113496,34,277.03,0,2021-10-14 09:55:45
416,26205138830131,Youssef,El-Iskandarany,Family Medicine,MOH-FAM-779031,0103945262,31,477.99,1,2025-07-03 20:17:39
417,29904204843126,Mona,Shehata,Family Medicine,MOH-FAM-695108,0106416103,1,425.5,1,2022-08-26 04:16:10
418,26807094314640,Sarah,Morsi,Pulmonology,MOH-PUL-521637,0108426781,16,707.38,0,2021-04-30 13:49:53
419,29503290527211,Gamal,El-Aswany,Endocrinology,MOH-END-607754,0102843243,3,453.87,0,2025-03-26 07:59:45
420,26609191453147,Hoda,Sarhan,Family Medicine,MOH-FAM-136747,0106888409,1,217.63,1,2022-07-06 17:12:48
421,26007165478855,Abdelrahman,Fahmy,ENT (Otolaryngology),MOH-ENT-894049,0118844673,7,386.07,0,2024-08-23 23:34:12
422,27201206260232,Mohamed,El-Khouly,Obstetrics and Gynecology,MOH-OBS-380393,0104364652,13,314.14,1,2023-06-29 22:39:35
423,27507318317827,Nour,Bakr,General Surgery,MOH-GEN-754951,0108486492,22,253.76,1,2023-05-29 19:46:37
424,27405220245037,Mohamed,Nassar,Emergency Medicine,MOH-EME-472259,0113425622,5,281.05,1,2023-12-21 06:49:01
425,29508278668193,Yasser,Abdelfattah,Dentistry,MOH-DEN-461991,0117223432,3,134.57,0,2022-03-29 23:42:31
426,25805038268285,Ghada,Shawky,Pediatrics,MOH-PED-609650,0114707433,34,509.44,1,2025-06-06 09:31:17
427,27005121269429,Aya,El-Qahery,Psychiatry,MOH-PSY-561639,0103554505,5,497.35,1,2024-01-14 01:05:50
428,29806155642667,Dina,Gad,Pediatrics,MOH-PED-541867,0115265031,3,643.92,0,2024-04-16 20:28:41
429,26605294038475,Ehab,Amin,Immunology,MOH-IMM-790167,0127820794,7,685.96,1,2023-02-13 05:33:15
430,26604015833695,Abdelaziz,Shawky,Endocrinology,MOH-END-890920,0158888172,4,622.07,0,2022-11-06 09:38:01
431,25806197859504,Fatma,Abdullah,Dermatology,MOH-DER-117713,0110320914,3,743.24,0,2024-12-02 14:53:49
432,28611190687413,Karim,Ali,Dermatology,MOH-DER-264695,0156545880,2,393.75,0,2023-09-03 15:18:26
433,27602196965803,Lobna,El-Aswany,Cardiology,MOH-CAR-621401,0151506605,19,657.35,0,2023-10-29 22:10:18
434,25701221193289,Malak,El-Shennawy,Clinical Nutrition,MOH-CLI-290093,0153297280,0,616.11,1,2022-10-03 09:44:06
435,27804248326359,Medhat,Sarhan,Oncology,MOH-ONC-283809,0159081001,19,386.06,0,2021-08-01 08:13:15
436,26303312465745,Rahma,Ghoneim,General Surgery,MOH-GEN-157017,0111037487,19,762.1,1,2022-03-09 12:02:09
437,29409116165772,Ahmed,Mansour,Urology,MOH-URO-838139,0121646022,0,787.05,1,2022-09-09 22:17:21
438,29712040595154,Sherif,Amin,Pediatrics,MOH-PED-496162,0151469892,2,656.71,1,2024-06-08 22:26:41
439,26409130626940,Reem,Helmy,Pulmonology,MOH-PUL-154825,0155514288,34,566.08,0,2024-09-20 18:03:06
440,29604292157770,Hussein,Saber,Urology,MOH-URO-696561,0127606837,2,749.66,1,2022-06-01 23:02:52
441,27212095738428,Naglaa,Zayed,Clinical Nutrition,MOH-CLI-803069,0117682346,26,279.3,1,2022-05-23 21:02:39
442,27603065178205,Reem,El-Araby,Endocrinology,MOH-END-839382,0119511018,23,393.85,0,2021-12-21 12:43:24
